Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2361,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017,0.0,1.0
2362,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015,0.010545805407708313,0.9894541945922917
2363,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.004299575128490461,0.9957004248715096
2364,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015,0.9731426949153577,0.026857305084642312
2365,Judy,45701880,24313888,21387992,2019.csv,2019,0.5320106743967644,0.4679893256032356
2366,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,1.0
2367,Earth to Echo,45681062,38934842,6746220,2014.csv,2014,0.8523191076424624,0.14768089235753756
2368,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014,0.5711847791537376,0.42881522084626245
2369,The Debt,45636368,31177548,14458820,2011.csv,2011,0.6831732972264576,0.31682670277354236
2370,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,1.0
2371,Hero,45565534,88675,45476859,2015.csv,2015,0.0019460981188105905,0.9980539018811894
2372,If You Are the One,45521453,0,45521453,2008.csv,2008,0.0,1.0
2373,Machete,45491656,26593646,18898010,2010.csv,2010,0.5845829397813085,0.4154170602186915
2374,Queen of the Damned,45479110,30336800,15142310,2002.csv,2002,0.6670491133181806,0.33295088668181944
2375,Love on the Cloud,45386560,271734,45114826,2014.csv,2014,0.005987102789900799,0.9940128972100992
2376,Good Boy,45312217,37667746,7644471,2003.csv,2003,0.8312933794433408,0.16870662055665914
2377,The Last House on the Left,45289053,32752215,12536838,2009.csv,2009,0.7231817145746015,0.2768182854253985
2378,Don't Breathe 2,45273128,30673128,14600000,2021.csv,2021,0.6775128946248202,0.3224871053751797
2379,The Spy Next Door,45236543,24307086,20929457,2009.csv,2009,0.5373329699398117,0.4626670300601883
2380,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020,0.0,1.0
2381,Confessions,45203103,0,45203103,2010.csv,2010,0.0,1.0
2382,Blair Witch,45173154,20777061,24396093,2016.csv,2016,0.4599426686035693,0.5400573313964308
2383,Flatliners,45158254,16883115,28275139,2017.csv,2017,0.3738655396198445,0.6261344603801555
2384,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,1.0
2385,Deuce Bigalow: European Gigolo,45109561,22400154,22709407,2005.csv,2005,0.49657220117925777,0.5034277988207423
2386,Love Will Tear Us Apart,44972521,0,44972521,2021.csv,2021,0.0,1.0
2387,Monster's Ball,44909486,31273922,13635564,2001.csv,2001,0.6963767521186949,0.30362324788130507
2388,Grudge Match,44907260,29807260,15100000,2013.csv,2013,0.6637514735924659,0.3362485264075341
2389,Child's Play,44907074,29208403,15698671,2019.csv,2019,0.6504187513976083,0.3495812486023917
2390,Escape Room: Tournament of Champions,44888958,25188958,19700000,2021.csv,2021,0.561139289533074,0.438860710466926
2391,Nodame Cantabile: The Movie II,44879450,0,44879450,2009.csv,2009,0.0,1.0
2392,Avatar 2010 Special Edition,44838548,10741486,34097062,2010.csv,2010,0.239559184655132,0.760440815344868
2393,Still Alice,44779195,18754371,26024824,2015.csv,2015,0.41881885103115407,0.5811811489688459
2394,The Wrestler,44734660,26238243,18496417,2008.csv,2008,0.5865305112411718,0.41346948875882816
2395,The Man from Nowhere,44723232,528175,44195057,2010.csv,2010,0.011809857570222116,0.9881901424297779
2396,The White Storm,44670277,0,44670277,2013.csv,2013,0.0,1.0
2397,Lakeview Terrace,44655002,39263506,5391496,2008.csv,2008,0.8792633353817787,0.12073666461822127
2398,Uptown Girls,44617342,37182494,7434848,2003.csv,2003,0.8333641658886807,0.16663583411131933
2399,The Gift,44567606,12008642,32558964,2000.csv,2000,0.2694477688570483,0.7305522311429516
2400,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,1.0
2401,Mother!,44516999,17800004,26716995,2017.csv,2017,0.3998473482006278,0.6001526517993722
2402,Recess: School's Out,44460850,36706141,7754709,2001.csv,2001,0.8255834290167642,0.17441657098323582
2403,Oculus,44446287,27695246,16751041,2014.csv,2014,0.6231172021185931,0.37688279788140683
2404,Notorious,44420167,36843682,7576485,2009.csv,2009,0.8294359181495198,0.17056408185048022
2405,Detective Conan: The Eleventh Striker,44369456,0,44369456,2012.csv,2012,0.0,1.0
2406,The Sisterhood of the Traveling Pants 2,44352417,44089964,262453,2008.csv,2008,0.9940825547342775,0.005917445265722497
2407,A Man Apart,44350926,26736098,17614828,2003.csv,2003,0.6028306601760693,0.3971693398239306
2408,Dark Water 2005 Re-release,44347079,25473352,18873727,2005.csv,2005,0.5744087902610227,0.4255912097389774
2409,Unhinged,44331465,20831465,23500000,2020.csv,2020,0.4699024722056896,0.5300975277943104
2410,House at the End of the Street,44287131,31611916,12675215,2012.csv,2012,0.7137946235442526,0.2862053764557474
2411,The Girl Who Kicked the Hornet's Nest,44276335,5190196,39086139,2009.csv,2009,0.11722280084835386,0.8827771991516461
2412,The Good the Bad the Weird,44261209,128486,44132723,2008.csv,2008,0.0029029030815674287,0.9970970969184326
2413,Hardball,44102389,40222729,3879660,2001.csv,2001,0.912030615847137,0.08796938415286301
2414,Tarzan,44095996,0,44095996,2013.csv,2013,0.0,1.0
2415,The Great Hypnotist,44077818,0,44077818,2014.csv,2014,0.0,1.0
2416,Winchester,44019588,25091816,18927772,2018.csv,2018,0.5700147852360635,0.4299852147639365
2417,Semi-Pro,44004502,33479698,10524804,2008.csv,2008,0.7608243811053697,0.23917561889463038
2418,Kick,43996483,2472695,41523788,2014.csv,2014,0.056202105972879696,0.9437978940271203
2419,Wind River,43980821,33800859,10179962,2017.csv,2017,0.7685363354176585,0.23146366458234147
2420,Max,43967255,42656255,1311000,2015.csv,2015,0.9701823550276223,0.029817644972377738
2421,The End of Endless Love,43950000,0,43950000,2020.csv,2020,0.0,1.0
2422,Timeline,43935763,19481943,24453820,2003.csv,2003,0.4434187930228957,0.5565812069771042
2423,The Transporter,43928932,25296447,18632485,2002.csv,2002,0.5758493514023969,0.42415064859760304
2424,Battle of Memories,43892362,594552,43297810,2017.csv,2017,0.01354568250393998,0.98645431749606
2425,In the Heights,43879041,29879041,14000000,2021.csv,2021,0.6809410670575048,0.31905893294249527
2426,Son of a Rich,43833888,0,43833888,2019.csv,2019,0.0,1.0
2427,Of Gods and Men,43803417,3951596,39851821,2010.csv,2010,0.09021204898238874,0.9097879510176112
2428,Café Society,43763247,11103205,32660042,2016.csv,2016,0.25371072215002693,0.746289277849973
2429,Richard Jewell,43745542,22345542,21400000,2019.csv,2019,0.5108072955182497,0.4891927044817504
2430,The DUFF,43709744,34030343,9679401,2015.csv,2015,0.7785527867653491,0.22144721323465083
2431,The Sea Inside,43685449,2104923,41580526,2004.csv,2004,0.04818361830274424,0.9518163816972558
2432,"Welcome Home, Roscoe Jenkins",43655418,42436517,1218901,2008.csv,2008,0.9720790441177313,0.027920955882268724
2433,Boy,43551154,256211,43294943,2010.csv,2010,0.005882989920313018,0.994117010079687
2434,We Are Marshall,43545364,43545364,0,2006.csv,2006,1.0,0.0
2435,League of Gods,43498766,181633,43317133,2016.csv,2016,0.004175589716728976,0.9958244102832711
2436,Harold & Kumar Escape from Guantanamo Bay,43495888,38108728,5387160,2008.csv,2008,0.8761455335731966,0.12385446642680338
2437,Brothers,43474578,28544157,14930421,2009.csv,2009,0.6565712265223138,0.3434287734776862
2438,Last Holiday,43451846,38399961,5051885,2006.csv,2006,0.8837360097428312,0.11626399025716883
2439,Secretly Greatly,43447199,0,43447199,2013.csv,2013,0.0,1.0
2440,The Master of Disguise,43411001,40388794,3022207,2002.csv,2002,0.9303815408449116,0.06961845915508837
2441,In the Bedroom,43368779,35930604,7438175,2001.csv,2001,0.8284900988335411,0.17150990116645895
2442,Harriet,43347017,43082155,264862,2019.csv,2019,0.9938897294824232,0.006110270517576792
2443,The Duchess,43343384,13848978,29494406,2008.csv,2008,0.31951769155818566,0.6804823084418143
2444,Pokémon: Giratina and the Sky Warrior,43338599,0,43338599,2008.csv,2008,0.0,1.0
2445,Orange County,43325009,41076018,2248991,2002.csv,2002,0.94809023582661,0.051909764173390015
2446,Beastly,43202283,27865571,15336712,2011.csv,2011,0.6450022791619601,0.35499772083804
2447,The Snowman,43155261,6700035,36455226,2017.csv,2017,0.1552541878961177,0.8447458121038823
2448,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019,0.0,1.0
2449,Freedom Writers,43095175,36605602,6489573,2007.csv,2007,0.8494130027317444,0.15058699726825567
2450,Annihilation,43070915,32732301,10338614,2018.csv,2018,0.7599629819798349,0.2400370180201651
2451,See Spot Run,43057552,33357476,9700076,2001.csv,2001,0.7747183583497733,0.22528164165022665
2452,When in Rome,43053376,32680633,10372743,2010.csv,2010,0.7590724824924299,0.24092751750757013
2453,Gifted,43046590,24801212,18245378,2017.csv,2017,0.5761481223019059,0.42385187769809407
2454,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,0.3449237465190124,0.6550762534809876
2455,Legend,42972994,1872994,41100000,2015.csv,2015,0.04358537364187378,0.9564146263581262
2456,"The Chef, The Actor, The Scoundrel",42970000,0,42970000,2013.csv,2013,0.0,1.0
2457,The Gallows,42964410,22764410,20200000,2015.csv,2015,0.5298434215668271,0.47015657843317293
2458,Glory Road,42938449,42647449,291000,2006.csv,2006,0.9932228572112607,0.006777142788739295
2459,Crank,42931041,27838408,15092633,2006.csv,2006,0.6484447465413196,0.3515552534586804
2460,A Lot Like Love,42886719,21845719,21041000,2005.csv,2005,0.5093819137808141,0.49061808621918596
2461,The Warlords,42883181,129078,42754103,2007.csv,2007,0.0030099912597435345,0.9969900087402565
2462,Asterix and Obelix: Mansion of the Gods,42830578,0,42830578,2014.csv,2014,0.0,1.0
2463,Detective Conan: Quarter of Silence,42808575,0,42808575,2011.csv,2011,0.0,1.0
2464,Basic,42792561,26793311,15999250,2003.csv,2003,0.6261207643076094,0.37387923569239057
2465,Zack and Miri Make a Porno,42782463,31457946,11324517,2008.csv,2008,0.735300022347942,0.26469997765205805
2466,Shaolin Soccer,42776760,489600,42287160,2001.csv,2001,0.01144546711812676,0.9885545328818732
2467,Doraemon: Nobita's Secret Gadget Museum,42770271,0,42770271,2013.csv,2013,0.0,1.0
2468,Shaolin,42741494,66099,42675395,2011.csv,2011,0.001546483143523247,0.9984535168564768
2469,Train to Busan Presents: Peninsula,42698327,1231407,41466920,2020.csv,2020,0.02883970137752704,0.971160298622473
2470,Spirit Untamed,42636215,17635215,25001000,2021.csv,2021,0.41362055707806145,0.5863794429219386
2471,Almost Christmas,42580920,42158780,422140,2016.csv,2016,0.9900861700498721,0.009913829950127897
2472,Oliver Twist,42580321,2080321,40500000,2005.csv,2005,0.04885639542266485,0.9511436045773352
2473,Pokémon: The Rise of Darkrai,42496749,0,42496749,2007.csv,2007,0.0,1.0
2474,Bangkok Dangerous,42487390,15298133,27189257,2008.csv,2008,0.36006290336968216,0.6399370966303178
2475,Thermae Romae II,42473163,0,42473163,2014.csv,2014,0.0,1.0
2476,Man of the Year,42472472,37327390,5145082,2006.csv,2006,0.8788607830502543,0.1211392169497457
2477,Love the Coopers,42426912,26302731,16124181,2015.csv,2015,0.6199539339558816,0.3800460660441184
2478,8 Women,42426583,3098776,39327807,2002.csv,2002,0.0730385475540182,0.9269614524459818
2479,My Name Is Khan,42345360,4018771,38326589,2010.csv,2010,0.09490463654105195,0.905095363458948
2480,Always: Sunset on Third Street 2,42304705,0,42304705,2007.csv,2007,0.0,1.0
2481,A Good Year,42269923,7459300,34810623,2006.csv,2006,0.17646826562707482,0.8235317343729252
2482,Loving Vincent,42187665,6735118,35452547,2017.csv,2017,0.15964661708582353,0.8403533829141765
2483,The Throne,42165755,0,42165755,2015.csv,2015,0.0,1.0
2484,Monster Hunter,42145959,15162470,26983489,2020.csv,2020,0.3597609441037989,0.6402390558962011
2485,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,0.01237191984602926,0.9876280801539707
2486,Jobs,42128352,16131410,25996942,2013.csv,2013,0.3829110144161348,0.6170889855838653
2487,Going the Distance,42059111,17804299,24254812,2010.csv,2010,0.4233161038520286,0.5766838961479713
2488,Bang Bang,42045981,2546172,39499809,2014.csv,2014,0.060556846087144456,0.9394431539128556
2489,Detective Conan: The Sniper from Another Dimension,42028116,0,42028116,2014.csv,2014,0.0,1.0
2490,The Sisterhood of the Traveling Pants,42013878,39053061,2960817,2005.csv,2005,0.9295276432230322,0.07047235677696784
2491,200 Pounds Beauty,42013016,0,42013016,2006.csv,2006,0.0,1.0
2492,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017,0.05761063342267366,0.9423893665773263
2493,Meet the Browns,41975388,41975388,0,2008.csv,2008,1.0,0.0
2494,Rurouni Kenshin: The Legend Ends,41900000,0,41900000,2014.csv,2014,0.0,1.0
2495,"As Above, So Below",41898409,21321100,20577309,2014.csv,2014,0.5088761246280259,0.49112387537197416
2496,Call Me by Your Name,41887595,18095701,23791894,2017.csv,2017,0.4320062061333433,0.5679937938666567
2497,The Guilt Trip,41863726,37134215,4729511,2012.csv,2012,0.8870260377683534,0.11297396223164656
2498,No Man's Land,41807712,0,41807712,2013.csv,2013,0.0,1.0
2499,The Informant!,41771168,33316821,8454347,2009.csv,2009,0.7976032894268122,0.2023967105731877
2500,Scandal Makers,41745790,0,41745790,2008.csv,2008,0.0,1.0
2501,Balls of Fury,41739111,32886940,8852171,2007.csv,2007,0.7879166377070178,0.21208336229298225
2502,Fly Me to the Moon 3D,41721414,13816982,27904432,2008.csv,2008,0.33117242862382373,0.6688275713761763
2503,Wimbledon,41682237,17001133,24681104,2004.csv,2004,0.4078747740914193,0.5921252259085806
2504,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017,0.05762724047116452,0.9423727595288355
2505,Overlord,41657844,21704844,19953000,2018.csv,2018,0.5210265802522089,0.47897341974779106
2506,Born to Be Wild,41644475,25978556,15665919,2011.csv,2011,0.6238175892480335,0.3761824107519665
2507,The Uninvited,41633384,28596818,13036566,2009.csv,2009,0.6868722945989689,0.3131277054010311
2508,Never Back Down,41627431,24850922,16776509,2008.csv,2008,0.5969842818308918,0.40301571816910825
2509,My Best Friend's Girl,41624687,19219250,22405437,2008.csv,2008,0.4617271956903844,0.5382728043096155
2510,Undercover Brother,41604473,39089928,2514545,2002.csv,2002,0.9395607054078056,0.06043929459219445
2511,Safe,41564670,17142080,24422590,2012.csv,2012,0.4124194899177595,0.5875805100822405
2512,Escape Captivity: The Movie,41550983,0,41550983,2008.csv,2008,0.0,1.0
2513,The Great Battle,41509280,472166,41037114,2018.csv,2018,0.0113749503725432,0.9886250496274568
2514,Gridiron Gang,41480851,38432823,3048028,2006.csv,2006,0.9265196367355144,0.07348036326448558
2515,Lupin III vs. Detective Conan: The Movie,41397727,0,41397727,2013.csv,2013,0.0,1.0
2516,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015,0.24212938017048405,0.757870619829516
2517,Shark Night,41363927,18877153,22486774,2011.csv,2011,0.45636752525938845,0.5436324747406115
2518,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015,0.6490485447568619,0.35095145524313803
2519,Quarantine,41319906,31691811,9628095,2008.csv,2008,0.7669865221861831,0.2330134778138169
2520,Leatherheads,41319039,31373938,9945101,2008.csv,2008,0.7593094795839758,0.2406905204160242
2521,Pinocchio,41314585,3675719,37638866,2002.csv,2002,0.08896904083630515,0.9110309591636948
2522,This Is Where I Leave You,41296320,34296320,7000000,2014.csv,2014,0.8304933708378858,0.1695066291621142
2523,Toy Story 2009 Re-release,41258298,30702446,10555852,2009.csv,2009,0.744152024884788,0.25584797511521196
2524,Evangelion: 2.0 You Can (Not) Advance,41162041,133640,41028401,2009.csv,2009,0.0032466806007019912,0.996753319399298
2525,The Concert,41146351,657986,40488365,2009.csv,2009,0.01599135728949573,0.9840086427105043
2526,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,0.30857940908084097,0.6914205909191591
2527,50/50,41097853,35014192,6083661,2011.csv,2011,0.8519713183070659,0.14802868169293418
2528,Fist Fight,41087017,32187017,8900000,2017.csv,2017,0.7833865622320549,0.21661343776794503
2529,Whale Rider,41062976,20779666,20283310,2003.csv,2003,0.5060438386151067,0.4939561613848933
2530,Nodame Cantabile: The Movie II 2010 Re-release,41054604,0,41054604,2010.csv,2010,0.0,1.0
2531,"Lost, Found",41043552,0,41043552,2018.csv,2018,0.0,1.0
2532,Dredd,41037742,13414714,27623028,2012.csv,2012,0.32688723468264896,0.6731127653173511
2533,Fright Night,41002607,18302607,22700000,2011.csv,2011,0.4463766657568871,0.5536233342431128
2534,Twisted,40954603,25198598,15756005,2004.csv,2004,0.6152812175959806,0.3847187824040194
2535,Breach,40953935,33231264,7722671,2007.csv,2007,0.8114303057813614,0.18856969421863856
2536,La vérité si je mens! 3,40928635,0,40928635,2012.csv,2012,0.0,1.0
2537,Always: Sunset on Third Street '64,40923305,0,40923305,2012.csv,2012,0.0,1.0
2538,Drive Angry,40909909,10721033,30188876,2011.csv,2011,0.262064454848824,0.737935545151176
2539,Underwater,40882928,17291078,23591850,2020.csv,2020,0.4229412824834855,0.5770587175165145
2540,The Love Guru,40877556,32235793,8641763,2008.csv,2008,0.7885939413794699,0.21140605862053005
2541,Where the Heart Is,40863718,33772838,7090880,2000.csv,2000,0.8264749184105078,0.17352508158949217
2542,Gamer,40828540,20534907,20293633,2009.csv,2009,0.5029547223584286,0.4970452776415713
2543,Fighting with My Family,40812363,22958886,17853477,2019.csv,2019,0.5625473340026893,0.43745266599731064
2544,The War with Grandpa,40743350,21277892,19465458,2020.csv,2020,0.5222420836774591,0.477757916322541
2545,30 Minutes or Less,40662632,37053924,3608708,2011.csv,2011,0.9112524737700206,0.0887475262299794
2546,The Circle,40656399,20497844,20158555,2017.csv,2017,0.504172639588666,0.495827360411334
2547,Ocho apellidos catalanes,40591862,0,40591862,2015.csv,2015,0.0,1.0
2548,Gantz,40568961,0,40568961,2011.csv,2011,0.0,1.0
2549,The Roommate,40492652,37300000,3192652,2011.csv,2011,0.9211547813662587,0.07884521863374125
2550,War,40481352,22486409,17994943,2007.csv,2007,0.5554757410276218,0.4445242589723782
2551,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,0.7555205146320567,0.24447948536794328
2552,Serenity,40445129,25514517,14930612,2005.csv,2005,0.6308427647739732,0.36915723522602684
2553,Bless the Child,40443010,29381494,11061516,2000.csv,2000,0.7264912774790996,0.2735087225209004
2554,The Ringer,40442443,35428675,5013768,2005.csv,2005,0.8760270738342884,0.12397292616571161
2555,The Witch,40423945,25138705,15285240,2016.csv,2016,0.6218765882449128,0.37812341175508724
2556,The Boy in the Striped Pajamas,40416563,9046156,31370407,2008.csv,2008,0.22382299058927896,0.7761770094107211
2557,The Art of War,40400425,30208599,10191826,2000.csv,2000,0.7477297330411747,0.2522702669588253
2558,Masquerade Hotel,40396244,0,40396244,2019.csv,2019,0.0,1.0
2559,Bad Education,40350837,5211842,35138995,2004.csv,2004,0.12916316952731366,0.8708368304726863
2560,Magnificent Desolation: Walking on the Moon,40339402,34137524,6201878,2005.csv,2005,0.8462575622712504,0.15374243772874968
2561,Carol,40272135,12711491,27560644,2015.csv,2015,0.3156398586764769,0.6843601413235231
2562,Yolki 3,40267368,0,40267368,2013.csv,2013,0.0,1.0
2563,SP: The Motion Picture II,40255101,0,40255101,2011.csv,2011,0.0,1.0
2564,The Invasion,40170558,15074191,25096367,2007.csv,2007,0.37525470768914887,0.6247452923108512
2565,Bears and Lola,40163675,0,40163675,2014.csv,2014,0.0,1.0
2566,Crimson Rivers 2: Angels of the Apocalypse,40152148,152148,40000000,2004.csv,2004,0.0037892866902164237,0.9962107133097836
2567,Diary of a Wimpy Kid: The Long Haul,40140972,20738724,19402248,2017.csv,2017,0.5166472799911273,0.48335272000887275
2568,All About Steve,40105542,33862903,6242639,2009.csv,2009,0.8443447292147305,0.15565527078526953
2569,The Wild Life,40075446,8005586,32069860,2016.csv,2016,0.19976286726790266,0.8002371327320974
2570,Northern Limit Line,40034677,337907,39696770,2015.csv,2015,0.008440357842777151,0.9915596421572228
2571,Dancer in the Dark,40031879,4184036,35847843,2000.csv,2000,0.10451760208407904,0.895482397915921
2572,Om Shanti Om,39990809,3597372,36393437,2007.csv,2007,0.0899549694030946,0.9100450305969054
2573,Dream House,39984400,21302340,18682060,2011.csv,2011,0.532766278848751,0.467233721151249
2574,Black Knight,39976235,33426971,6549264,2001.csv,2001,0.8361710651340728,0.16382893486592723
2575,Love O2O,39969537,0,39969537,2016.csv,2016,0.0,1.0
2576,Brotherhood of Blades 2,39966092,14204,39951888,2017.csv,2017,0.0003554012736596813,0.9996445987263404
2577,The Secret Life of Bees,39952437,37770162,2182275,2008.csv,2008,0.945378175554097,0.054621824445903015
2578,Astro Boy,39886986,19551067,20335919,2009.csv,2009,0.49016155294360925,0.5098384470563908
2579,Monte Carlo,39782683,23186769,16595914,2011.csv,2011,0.5828357277964384,0.41716427220356156
2580,Eiga Kaibutsukun,39766344,0,39766344,2011.csv,2011,0.0,1.0
2581,The Last Wish,39756292,0,39756292,2019.csv,2019,0.0,1.0
2582,Midnight Runners,39730433,0,39730433,2017.csv,2017,0.0,1.0
2583,Memento,39723096,25544867,14178229,2001.csv,2001,0.6430734150228371,0.3569265849771629
2584,The Forest,39712000,26594261,13117739,2016.csv,2016,0.6696782080983078,0.3303217919016922
2585,SP: The Motion Picture I,39674739,0,39674739,2010.csv,2010,0.0,1.0
2586,Detective Conan: The Raven Chaser,39664359,0,39664359,2009.csv,2009,0.0,1.0
2587,The November Man,39661919,25018119,14643800,2014.csv,2014,0.6307843803523475,0.3692156196476524
2588,Intimate Strangers,39576060,0,39576060,2018.csv,2018,0.0,1.0
2589,Thugs of Hindostan,39570044,1449848,38120196,2018.csv,2018,0.0366400401273246,0.9633599598726754
2590,Recep Ivedik 4,39477906,0,39477906,2014.csv,2014,0.0,1.0
2591,Down with Love,39468111,20305251,19162860,2003.csv,2003,0.5144723293192319,0.4855276706807681
2592,The Legend of Bagger Vance,39459427,30919168,8540259,2000.csv,2000,0.7835686007300613,0.2164313992699387
2593,Agora,39457342,619423,38837919,2009.csv,2009,0.01569854857430589,0.9843014514256941
2594,Don Jon,39439355,24477704,14961651,2013.csv,2013,0.6206415901071405,0.37935840989285957
2595,Crocodile Dundee in Los Angeles,39438674,25635682,13802992,2001.csv,2001,0.6500137910316153,0.34998620896838467
2596,Halloween II,39421467,33392973,6028494,2009.csv,2009,0.8470758584402757,0.1529241415597243
2597,Sin City: A Dame to Kill for,39407616,13757804,25649812,2014.csv,2014,0.3491153588179503,0.6508846411820497
2598,Uri: The Surgical Strike,39346577,4186168,35160409,2019.csv,2019,0.10639217739322025,0.8936078226067797
2599,Thank You for Smoking,39323027,24793509,14529518,2006.csv,2006,0.6305086584509376,0.3694913415490623
2600,Cirque du Freak: The Vampire's Assistant,39291383,13869515,25421868,2009.csv,2009,0.35299126528582614,0.6470087347141739
2601,Otoko-tachi no Yamato,39287114,0,39287114,2005.csv,2005,0.0,1.0
2602,The Gambler,39280992,33680992,5600000,2014.csv,2014,0.8574374089126874,0.14256259108731267
2603,Dumb and Dumberer: When Harry Met Lloyd,39267515,26276465,12991050,2003.csv,2003,0.6691654666713694,0.33083453332863055
2604,Mars Needs Moms,39233678,21392758,17840920,2011.csv,2011,0.5452651673391417,0.45473483266085835
2605,Scoop,39220946,10525717,28695229,2006.csv,2006,0.26836978893879815,0.7316302110612019
2606,Absolutely Fabulous: The Movie,39219109,4772155,34446954,2016.csv,2016,0.12167933238870877,0.8783206676112912
2607,Tazza: The High Rollers,39212715,0,39212715,2006.csv,2006,0.0,1.0
2608,My Mom Is a Character 2,39195565,0,39195565,2016.csv,2016,0.0,1.0
2609,Sink or Swim,39193850,0,39193850,2018.csv,2018,0.0,1.0
2610,Samba,39178695,151530,39027165,2014.csv,2014,0.0038676632797493638,0.9961323367202506
2611,The Spirit,39164441,19806188,19358253,2008.csv,2008,0.5057186441139297,0.49428135588607025
2612,Show Dogs,39156854,17857020,21299834,2018.csv,2018,0.4560381689499366,0.5439618310500635
2613,Women Who Flirt,39156132,375495,38780637,2014.csv,2014,0.009589685722787941,0.990410314277212
2614,Admiral,39143985,0,39143985,2008.csv,2008,0.0,1.0
2615,Masterpiece Mystery: Sherlock: The Abominable Bride,39139204,0,39139204,2016.csv,2016,0.0,1.0
2616,Ex-Files 2: The Backup Strikes Back,39108291,0,39108291,2015.csv,2015,0.0,1.0
2617,Haunted Castle,39093166,13651656,25441510,2001.csv,2001,0.3492082478047442,0.6507917521952559
2618,Believer,39047153,365639,38681514,2018.csv,2018,0.009364037372968011,0.990635962627032
2619,The Crown Jewels,39000000,0,39000000,2011.csv,2011,0.0,1.0
2620,The Life of David Gale,38955598,19955598,19000000,2003.csv,2003,0.512265220521066,0.48773477947893396
2621,Forbidden Empire 2014 Re-release,38885962,0,38885962,2014.csv,2014,0.0,1.0
2622,The Spy Gone North,38844509,500803,38343706,2018.csv,2018,0.012892504317663018,0.987107495682337
2623,Spiral,38824198,23216862,15607336,2021.csv,2021,0.5979997835370611,0.40200021646293893
2624,First Sunday,38810311,37931869,878442,2008.csv,2008,0.9773657572597138,0.02263424274028621
2625,The Wicker Man,38805380,23649127,15156253,2006.csv,2006,0.6094290791637654,0.39057092083623457
2626,Criminal,38803993,14708696,24095297,2015.csv,2015,0.3790510940459143,0.6209489059540857
2627,Clockstoppers,38793283,36989956,1803327,2002.csv,2002,0.9535144524891075,0.046485547510892546
2628,Dreamer,38741732,32751093,5990639,2005.csv,2005,0.8453698714347618,0.15463012856523814
2629,Antoine and Sebastian,38719881,0,38719881,2013.csv,2013,0.0,1.0
2630,Someone Like You,38689940,27343067,11346873,2001.csv,2001,0.7067229103999645,0.29327708960003557
2631,Jeon Woochi,38681926,0,38681926,2009.csv,2009,0.0,1.0
2632,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018,0.6366769966708685,0.36332300332913153
2633,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,0,38659039,2016.csv,2016,0.0,1.0
2634,Basic Instinct 2,38629478,5971336,32658142,2006.csv,2006,0.15457977454419652,0.8454202254558034
2635,Accepted,38623262,36323505,2299757,2006.csv,2006,0.9404566864393794,0.05954331356062054
2636,Head of State,38620484,38125247,495237,2003.csv,2003,0.987176830823767,0.012823169176233006
2637,The Best of Me,38609668,26766213,11843455,2014.csv,2014,0.6932515710831805,0.30674842891681947
2638,Taxi 5,38598227,0,38598227,2018.csv,2018,0.0,1.0
2639,Urban Legends: Final Cut,38574362,21468807,17105555,2000.csv,2000,0.5565563728571843,0.44344362714281577
2640,Always: Sunset on Third Street,38573583,0,38573583,2005.csv,2005,0.0,1.0
2641,Million Dollar Arm,38483455,36457627,2025828,2014.csv,2014,0.9473584687237672,0.05264153127623286
2642,What's the Worst That Could Happen?,38464131,32269834,6194297,2001.csv,2001,0.8389591331206728,0.16104086687932714
2643,Day Watch,38411815,0,38411815,2006.csv,2006,0.0,1.0
2644,Tokyo Revengers,38395933,0,38395933,2021.csv,2021,0.0,1.0
2645,Employee of the Month,38395414,28444855,9950559,2006.csv,2006,0.7408399086411727,0.2591600913588274
2646,Chernobyl Diaries,38390020,18119640,20270380,2012.csv,2012,0.4719882927906784,0.5280117072093216
2647,The Missing,38364277,27011180,11353097,2003.csv,2003,0.7040711336746943,0.2959288663253057
2648,Boruto: Naruto The Movie,38362448,919651,37442797,2015.csv,2015,0.023972688082887723,0.9760273119171122
2649,The Lazarus Effect,38356892,25801570,12555322,2015.csv,2015,0.6726710287162996,0.3273289712837005
